Customer_ID,Month,Occupation_cleaned,Annual_Income,Num_Bank_Accounts,Num_Credit_Inquiries,Num_of_Delayed_Payment_cleaned,Payment_Behaviour,Credit_Score_binary,ln_annual_income
CUS_0x77ad,July,Entrepreneur,26299.08,3,3.0,13.0,Low_spent_Medium_value_payments,0,10.177289236565414
CUS_0x77ad,August,Entrepreneur,26299.08,3,3.0,13.0,Low_spent_Small_value_payments,0,10.177289236565414
CUS_0x350e,January,Mechanic,106154.46,1,2.0,1.0,Low_spent_Small_value_payments,0,11.572650482263827
CUS_0x350e,February,Mechanic,106154.46,1,2.0,1.0,High_spent_Large_value_payments,0,11.572650482263827
CUS_0x350e,March,Mechanic,106154.46,1,2.0,1.0,High_spent_Large_value_payments,0,11.572650482263827
CUS_0x350e,April,Mechanic,106154.46,1,2.0,1.0,Low_spent_Large_value_payments,0,11.572650482263827
CUS_0x350e,May,Mechanic,106154.46,1,2.0,1.0,Low_spent_Large_value_payments,0,11.572650482263827
CUS_0x350e,June,Mechanic,106154.46,1,2.0,1.0,High_spent_Large_value_payments,0,11.572650482263827
CUS_0x350e,July,Mechanic,106154.46,1,2.0,1.0,High_spent_Medium_value_payments,0,11.572650482263827
CUS_0x350e,August,Mechanic,106154.46,1,2.0,1.0,Low_spent_Medium_value_payments,0,11.572650482263827
CUS_0x9ae8,January,Doctor,86058.54,1,2.0,1.0,High_spent_Small_value_payments,0,11.362783041340482
CUS_0x9ae8,February,Doctor,86058.54,1,2.0,1.0,High_spent_Large_value_payments,0,11.362783041340482
CUS_0x9ae8,March,Doctor,86058.54,1,2.0,1.0,High_spent_Large_value_payments,0,11.362783041340482
CUS_0x9ae8,April,Doctor,86058.54,1,2.0,1.0,High_spent_Medium_value_payments,0,11.362783041340482
CUS_0x9ae8,May,Doctor,86058.54,1,2.0,1.0,Low_spent_Small_value_payments,0,11.362783041340482
CUS_0x9ae8,June,Doctor,86058.54,1,2.0,0.0,Low_spent_Small_value_payments,0,11.362783041340482
CUS_0x9ae8,July,Doctor,86058.54,1,2.0,2.0,High_spent_Large_value_payments,0,11.362783041340482
CUS_0x9ae8,August,Doctor,86058.54,1,2.0,1.0,High_spent_Large_value_payments,0,11.362783041340482
CUS_0x981a,January,Lawyer,39693.86,0,3.0,13.0,High_spent_Large_value_payments,0,10.588951794764576
CUS_0x981a,February,Lawyer,39693.86,0,3.0,9.0,High_spent_Medium_value_payments,0,10.588951794764576
CUS_0x981a,March,Lawyer,39693.86,0,3.0,12.0,High_spent_Large_value_payments,0,10.588951794764576
CUS_0x981a,April,Lawyer,39693.86,0,4.0,12.0,High_spent_Medium_value_payments,0,10.588951794764576
CUS_0x981a,May,Lawyer,39693.86,0,4.0,12.0,High_spent_Medium_value_payments,0,10.588951794764576
CUS_0x981a,June,Lawyer,39693.86,0,4.0,12.0,High_spent_Medium_value_payments,0,10.588951794764576
CUS_0x981a,July,Lawyer,39693.86,0,4.0,12.0,Low_spent_Small_value_payments,0,10.588951794764576
CUS_0x981a,August,Lawyer,39693.86,0,4.0,12.0,High_spent_Medium_value_payments,0,10.588951794764576
CUS_0xa60e,January,Mechanic,134775.96,0,2.0,3.0,High_spent_Medium_value_payments,0,11.81136912327725
CUS_0xa60e,February,Mechanic,134775.96,0,4.0,3.0,Low_spent_Medium_value_payments,0,11.81136912327725
CUS_0xa60e,March,Mechanic,134775.96,0,4.0,4.0,Low_spent_Large_value_payments,0,11.81136912327725
CUS_0xa60e,April,Mechanic,134775.96,0,4.0,5.0,High_spent_Large_value_payments,0,11.81136912327725
CUS_0xa60e,May,Mechanic,134775.96,0,4.0,7.0,Low_spent_Medium_value_payments,0,11.81136912327725
CUS_0xa60e,June,Mechanic,134775.96,0,4.0,3.0,Low_spent_Small_value_payments,0,11.81136912327725
CUS_0xa60e,July,Mechanic,134775.96,0,4.0,5.0,Low_spent_Small_value_payments,0,11.81136912327725
CUS_0xa60e,August,Mechanic,134775.96,0,4.0,2.0,Low_spent_Small_value_payments,0,11.81136912327725
CUS_0x3998,January,Journalist,34374.28,5,8.0,16.0,Low_spent_Small_value_payments,0,10.445063889294968
CUS_0x3998,February,Journalist,34374.28,5,8.0,16.0,Low_spent_Large_value_payments,0,10.445063889294968
CUS_0x3998,March,Journalist,34374.28,5,8.0,16.0,Low_spent_Small_value_payments,0,10.445063889294968
CUS_0x3998,April,Journalist,34374.28,5,8.0,16.0,High_spent_Large_value_payments,0,10.445063889294968
CUS_0x3998,May,Journalist,34374.28,5,8.0,16.0,Low_spent_Large_value_payments,0,10.445063889294968
CUS_0x3998,June,Journalist,34374.28,5,8.0,15.0,High_spent_Small_value_payments,0,10.445063889294968
CUS_0x3998,July,Journalist,34374.28,5,8.0,16.0,High_spent_Medium_value_payments,0,10.445063889294968
CUS_0x3998,August,Journalist,34374.28,5,12.0,16.0,High_spent_Medium_value_payments,0,10.445063889294968
CUS_0x9403,January,Lawyer,82796.52,3,7.0,18.0,Low_spent_Medium_value_payments,0,11.3241413105046
CUS_0x9403,February,Lawyer,82796.52,3,7.0,18.0,High_spent_Medium_value_payments,0,11.3241413105046
CUS_0x9403,March,Lawyer,82796.52,3,7.0,19.0,High_spent_Medium_value_payments,0,11.3241413105046
CUS_0x9403,April,Lawyer,82796.52,3,7.0,19.0,High_spent_Large_value_payments,0,11.3241413105046
CUS_0x9403,May,Lawyer,82796.52,3,7.0,20.0,Low_spent_Small_value_payments,0,11.3241413105046
CUS_0x9403,June,Lawyer,82796.52,3,7.0,21.0,Low_spent_Small_value_payments,0,11.3241413105046
CUS_0x9403,July,Lawyer,82796.52,3,7.0,18.0,High_spent_Large_value_payments,0,11.3241413105046
CUS_0x9403,August,Lawyer,82796.52,3,7.0,21.0,High_spent_Large_value_payments,0,11.3241413105046
CUS_0xaaf8,January,Teacher,79993.04999999999,7,3.0,18.0,High_spent_Small_value_payments,0,11.289695034882167
CUS_0xaaf8,February,Teacher,79993.04999999999,7,3.0,18.0,High_spent_Medium_value_payments,0,11.289695034882167
CUS_0xaaf8,March,Teacher,79993.04999999999,7,3.0,17.0,Low_spent_Large_value_payments,0,11.289695034882167
CUS_0xaaf8,April,Teacher,79993.04999999999,7,3.0,15.0,Low_spent_Medium_value_payments,0,11.289695034882167
CUS_0xaaf8,May,Teacher,79993.04999999999,7,3.0,15.0,High_spent_Medium_value_payments,0,11.289695034882167
CUS_0xaaf8,June,Teacher,79993.04999999999,7,3.0,18.0,High_spent_Large_value_payments,0,11.289695034882167
CUS_0xaaf8,July,Teacher,79993.04999999999,7,3.0,18.0,Low_spent_Large_value_payments,0,11.289695034882167
CUS_0xaaf8,August,Teacher,79993.04999999999,7,3.0,18.0,Low_spent_Medium_value_payments,0,11.289695034882167
CUS_0x94e8,January,Doctor,64350.76,10,7.0,19.0,Low_spent_Large_value_payments,0,11.072104023366341
CUS_0x94e8,February,Doctor,64350.76,10,7.0,19.0,High_spent_Small_value_payments,0,11.072104023366341
CUS_0x94e8,March,Doctor,64350.76,10,7.0,22.0,High_spent_Small_value_payments,0,11.072104023366341
CUS_0x94e8,April,Doctor,64350.76,10,7.0,19.0,High_spent_Small_value_payments,0,11.072104023366341
CUS_0x94e8,May,Doctor,64350.76,10,7.0,19.0,High_spent_Medium_value_payments,0,11.072104023366341
CUS_0x94e8,June,Doctor,64350.76,10,7.0,19.0,Low_spent_Small_value_payments,0,11.072104023366341
CUS_0x94e8,July,Doctor,64350.76,10,7.0,16.0,Low_spent_Medium_value_payments,0,11.072104023366341
CUS_0x94e8,August,Doctor,64350.76,10,7.0,19.0,Low_spent_Small_value_payments,0,11.072104023366341
CUS_0x8f8f,January,Journalist,101299.84,7,8.0,10.0,High_spent_Medium_value_payments,0,11.525840110768597
CUS_0x8f8f,February,Journalist,101299.84,7,8.0,9.0,High_spent_Small_value_payments,0,11.525840110768597
CUS_0x8f8f,March,Journalist,101299.84,7,8.714285714285714,13.0,Low_spent_Large_value_payments,0,11.525840110768597
CUS_0x8f8f,April,Journalist,101299.84,7,9.0,10.0,Low_spent_Medium_value_payments,0,11.525840110768597
CUS_0x8f8f,May,Journalist,101299.84,7,9.0,10.0,Low_spent_Medium_value_payments,0,11.525840110768597
CUS_0x8f8f,June,Journalist,101299.84,7,9.0,10.0,Low_spent_Small_value_payments,0,11.525840110768597
CUS_0x8f8f,July,Journalist,101299.84,7,9.0,10.0,High_spent_Medium_value_payments,0,11.525840110768597
CUS_0x8f8f,August,Journalist,101299.84,7,9.0,10.0,High_spent_Medium_value_payments,0,11.525840110768597
CUS_0x4b5a,January,Lawyer,24458.57,4,0.0,10.0,High_spent_Large_value_payments,0,10.104735944735745
CUS_0x4b5a,February,Lawyer,24458.57,4,0.0,8.0,Low_spent_Small_value_payments,0,10.104735944735745
CUS_0x4b5a,March,Lawyer,24458.57,4,2.0,8.0,High_spent_Medium_value_payments,0,10.104735944735745
CUS_0x4b5a,April,Lawyer,24458.57,4,2.0,8.0,Low_spent_Small_value_payments,1,10.104735944735745
CUS_0x4b5a,May,Lawyer,24458.57,4,18.0,8.0,Low_spent_Small_value_payments,1,10.104735944735745
CUS_0x4b5a,June,Lawyer,24458.57,4,2.0,8.428571428571429,Low_spent_Small_value_payments,1,10.104735944735745
CUS_0x4b5a,July,Lawyer,24458.57,4,2.0,9.0,High_spent_Medium_value_payments,0,10.104735944735745
CUS_0x4b5a,August,Lawyer,24458.57,4,2.0,8.0,Low_spent_Large_value_payments,0,10.104735944735745
CUS_0x10fd,January,Developer,39576.59,0,1.0,3.857142857142857,High_spent_Large_value_payments,1,10.585993060821487
CUS_0x10fd,February,Developer,39576.59,0,1.0,4.0,High_spent_Large_value_payments,1,10.585993060821487
CUS_0x10fd,March,Developer,39576.59,0,1.0,4.0,Low_spent_Large_value_payments,1,10.585993060821487
CUS_0x10fd,April,Developer,39576.59,0,1.0,4.0,High_spent_Medium_value_payments,1,10.585993060821487
CUS_0x10fd,May,Developer,39576.59,0,1.0,1.0,Low_spent_Large_value_payments,1,10.585993060821487
CUS_0x10fd,June,Developer,39576.59,0,1.0,6.0,Low_spent_Medium_value_payments,1,10.585993060821487
CUS_0x10fd,July,Developer,39576.59,0,3.0,4.0,Low_spent_Medium_value_payments,1,10.585993060821487
CUS_0x10fd,August,Developer,39576.59,0,3.0,4.0,High_spent_Medium_value_payments,1,10.585993060821487
CUS_0x8291,January,Teacher,34826.32,8,9.0,18.0,Low_spent_Small_value_payments,0,10.458128701734413
CUS_0x8291,February,Teacher,34826.32,8,9.0,18.0,High_spent_Large_value_payments,0,10.458128701734413
CUS_0x8291,March,Teacher,34826.32,8,9.0,18.0,High_spent_Small_value_payments,0,10.458128701734413
CUS_0x8291,April,Teacher,34826.32,8,9.0,18.0,High_spent_Small_value_payments,0,10.458128701734413
CUS_0x8291,May,Teacher,34826.32,8,9.0,18.0,High_spent_Medium_value_payments,0,10.458128701734413
CUS_0x8291,June,Teacher,34826.32,8,9.0,17.0,High_spent_Large_value_payments,0,10.458128701734413
CUS_0x8291,July,Teacher,34826.32,8,9.0,21.0,High_spent_Small_value_payments,0,10.458128701734413
CUS_0x8291,August,Teacher,34826.32,8,9.0,15.0,Low_spent_Large_value_payments,1,10.458128701734413
CUS_0x4c89,January,Entrepreneur,62805.48,6,11.0,22.0,High_spent_Small_value_payments,1,11.047797609795754
CUS_0x4c89,February,Entrepreneur,62805.48,6,11.0,22.0,Low_spent_Medium_value_payments,1,11.047797609795754
CUS_0x4c89,March,Entrepreneur,62805.48,6,11.0,22.0,High_spent_Small_value_payments,1,11.047797609795754
CUS_0x4c89,April,Entrepreneur,62805.48,6,11.0,22.0,High_spent_Small_value_payments,1,11.047797609795754
CUS_0x4c89,May,Entrepreneur,62805.48,6,11.0,22.0,High_spent_Small_value_payments,1,11.047797609795754
CUS_0x4c89,June,Entrepreneur,62805.48,6,15.0,20.0,High_spent_Large_value_payments,1,11.047797609795754
CUS_0x4c89,July,Entrepreneur,62805.48,6,15.0,22.0,High_spent_Large_value_payments,1,11.047797609795754
CUS_0x4c89,August,Entrepreneur,62805.48,6,15.0,22.0,High_spent_Medium_value_payments,1,11.047797609795754
CUS_0x1934,January,Entrepreneur,9085.09,10,11.0,22.0,Low_spent_Small_value_payments,1,9.114389887220389
CUS_0x1934,February,Entrepreneur,9085.09,10,11.0,22.0,Low_spent_Small_value_payments,1,9.114389887220389
CUS_0x1934,March,Entrepreneur,9085.09,10,11.0,22.0,Low_spent_Medium_value_payments,0,9.114389887220389
CUS_0x1934,April,Entrepreneur,9085.09,10,11.0,22.0,Low_spent_Medium_value_payments,1,9.114389887220389
CUS_0x1934,May,Entrepreneur,9085.09,10,11.0,22.0,Low_spent_Small_value_payments,1,9.114389887220389
CUS_0x1934,June,Entrepreneur,9085.09,10,11.0,22.0,Low_spent_Small_value_payments,1,9.114389887220389
CUS_0x1934,July,Entrepreneur,9085.09,13,11.0,22.0,Low_spent_Small_value_payments,1,9.114389887220389
CUS_0x1934,August,Entrepreneur,9085.09,10,15.0,22.0,Low_spent_Medium_value_payments,1,9.114389887220389
CUS_0x1cc0,January,Media_Manager,95189.64,5,1.0,2.0,Low_spent_Large_value_payments,0,11.463626391328335
CUS_0x1cc0,February,Media_Manager,95189.64,5,1.0,2.0,Low_spent_Medium_value_payments,0,11.463626391328335
CUS_0x1cc0,March,Media_Manager,95189.64,5,1.0,3.0,Low_spent_Medium_value_payments,0,11.463626391328335
CUS_0x1cc0,April,Media_Manager,95189.64,5,1.0,4.0,High_spent_Medium_value_payments,0,11.463626391328335
CUS_0x1cc0,May,Media_Manager,95189.64,5,1.0,2.0,Low_spent_Large_value_payments,0,11.463626391328335
CUS_0x1cc0,June,Media_Manager,95189.64,5,1.0,2.0,Low_spent_Medium_value_payments,0,11.463626391328335
CUS_0x1cc0,July,Media_Manager,6609215.0,5,1.0,2.0,High_spent_Medium_value_payments,0,15.703975445320037
CUS_0x1cc0,August,Media_Manager,95189.64,5,1.0,2.0,High_spent_Large_value_payments,0,11.463626391328335
CUS_0x2ed7,January,Media_Manager,53460.93000000001,8,18.0,18.0,High_spent_Small_value_payments,1,10.886706385725661
CUS_0x2ed7,February,Media_Manager,53460.93000000001,8,7.0,18.0,High_spent_Large_value_payments,1,10.886706385725661
CUS_0x2ed7,March,Media_Manager,53460.93000000001,8,7.0,18.0,Low_spent_Small_value_payments,1,10.886706385725661
CUS_0x2ed7,April,Media_Manager,53460.93000000001,8,7.0,18.0,High_spent_Medium_value_payments,1,10.886706385725661
CUS_0x2ed7,May,Media_Manager,53460.93000000001,8,7.0,18.0,High_spent_Small_value_payments,1,10.886706385725661
CUS_0x2ed7,June,Media_Manager,53460.93000000001,8,7.0,18.0,High_spent_Large_value_payments,1,10.886706385725661
CUS_0x2ed7,July,Media_Manager,53460.93000000001,8,7.0,18.0,Low_spent_Large_value_payments,1,10.886706385725661
CUS_0x2ed7,August,Media_Manager,53460.93000000001,8,7.0,18.0,High_spent_Large_value_payments,0,10.886706385725661
CUS_0x3731,January,Accountant,70137.8,2,4.0,12.0,Low_spent_Small_value_payments,1,11.158217157362502
CUS_0x3731,February,Accountant,70137.8,2,18.0,12.0,High_spent_Small_value_payments,1,11.158217157362502
CUS_0x3731,March,Accountant,70137.8,2,4.0,14.0,High_spent_Small_value_payments,1,11.158217157362502
CUS_0x3731,April,Accountant,70137.8,2,4.0,13.0,Low_spent_Medium_value_payments,1,11.158217157362502
CUS_0x3731,May,Accountant,70137.8,2,4.0,12.0,High_spent_Medium_value_payments,1,11.158217157362502
CUS_0x3731,June,Accountant,70137.8,2,4.0,9.0,High_spent_Medium_value_payments,1,11.158217157362502
CUS_0x3731,July,Accountant,70137.8,2,4.0,11.0,High_spent_Medium_value_payments,1,11.158217157362502
CUS_0x3731,August,Accountant,70137.8,2,4.0,12.0,High_spent_Large_value_payments,1,11.158217157362502
CUS_0x8c47,January,Musician,128283.84,1,0.0,5.0,High_spent_Small_value_payments,1,11.762000587877305
CUS_0x8c47,February,Musician,128283.84,1,1.7142857142857142,3.0,High_spent_Large_value_payments,0,11.762000587877305
CUS_0x8c47,March,Musician,128283.84,1,0.0,31.5,Low_spent_Large_value_payments,1,11.762000587877305
CUS_0x8c47,April,Musician,128283.84,1,0.0,8.928571428571429,Low_spent_Medium_value_payments,1,11.762000587877305
CUS_0x8c47,May,Musician,128283.84,1,3.0,6.0,High_spent_Medium_value_payments,1,11.762000587877305
CUS_0x8c47,June,Musician,128283.84,1,3.0,7.0,Low_spent_Large_value_payments,0,11.762000587877305
CUS_0x8c47,July,Musician,128283.84,1,3.0,6.0,High_spent_Large_value_payments,1,11.762000587877305
CUS_0x8c47,August,Musician,128283.84,1,3.0,4.0,High_spent_Large_value_payments,1,11.762000587877305
CUS_0x33da,January,Writer,35184.74,6,4.0,18.0,High_spent_Medium_value_payments,0,10.468367744860771
CUS_0x33da,February,Writer,35184.74,6,4.0,15.0,Low_spent_Small_value_payments,0,10.468367744860771
CUS_0x33da,March,Writer,5548111.0,6,4.0,15.0,Low_spent_Large_value_payments,0,15.528968067426524
CUS_0x33da,April,Writer,35184.74,6,4.0,18.0,Low_spent_Large_value_payments,0,10.468367744860771
CUS_0x33da,May,Writer,35184.74,6,8.0,15.0,Low_spent_Large_value_payments,0,10.468367744860771
CUS_0x33da,June,Writer,35184.74,6,8.0,12.0,Low_spent_Small_value_payments,0,10.468367744860771
CUS_0x33da,July,Writer,35184.74,6,18.0,15.0,Low_spent_Small_value_payments,0,10.468367744860771
CUS_0x33da,August,Writer,35184.74,6,8.0,15.0,Low_spent_Large_value_payments,0,10.468367744860771
CUS_0x3ae3,January,Mechanic,25040.59,4,1.0,9.0,Low_spent_Large_value_payments,0,10.128253387236768
CUS_0x3ae3,February,Mechanic,25040.59,4,18.0,9.0,High_spent_Small_value_payments,0,10.128253387236768
CUS_0x3ae3,March,Mechanic,25040.59,4,1.0,6.0,High_spent_Small_value_payments,0,10.128253387236768
CUS_0x3ae3,April,Mechanic,25040.59,4,1.0,9.0,High_spent_Medium_value_payments,0,10.128253387236768
CUS_0x3ae3,May,Mechanic,25040.59,4,1.0,11.0,Low_spent_Medium_value_payments,0,10.128253387236768
CUS_0x3ae3,June,Mechanic,25040.59,4,6.0,7.0,High_spent_Medium_value_payments,0,10.128253387236768
CUS_0x3ae3,July,Mechanic,25040.59,4,6.0,9.0,High_spent_Medium_value_payments,0,10.128253387236768
CUS_0x3ae3,August,Mechanic,25040.59,4,6.0,7.0,High_spent_Medium_value_payments,0,10.128253387236768
CUS_0x5d24,January,Doctor,20485.76,3,2.0,12.0,Low_spent_Small_value_payments,0,9.927485289610077
CUS_0x5d24,February,Doctor,20485.76,3,2.0,10.0,Low_spent_Small_value_payments,0,9.927485289610077
CUS_0x5d24,March,Doctor,20485.76,3,2.0,10.0,Low_spent_Medium_value_payments,0,9.927485289610077
CUS_0x5d24,April,Doctor,20485.76,3,2.0,11.428571428571429,Low_spent_Medium_value_payments,0,9.927485289610077
CUS_0x5d24,May,Doctor,20485.76,3,2.0,14.0,Low_spent_Small_value_payments,0,9.927485289610077
CUS_0x5d24,June,Doctor,20485.76,3,6.0,12.0,Low_spent_Small_value_payments,0,9.927485289610077
CUS_0x5d24,July,Doctor,20485.76,3,3.142857142857143,10.0,Low_spent_Large_value_payments,0,9.927485289610077
CUS_0x5d24,August,Doctor,20485.76,3,6.0,12.0,High_spent_Medium_value_payments,0,9.927485289610077
CUS_0x3768,January,Journalist,17517.55,8,1.0,17.0,Low_spent_Small_value_payments,0,9.770958514529184
CUS_0x3768,February,Journalist,17517.55,8,1.0,17.0,Low_spent_Small_value_payments,0,9.770958514529184
CUS_0x3768,March,Journalist,17517.55,8,1.0,14.0,High_spent_Small_value_payments,0,9.770958514529184
CUS_0x3768,April,Journalist,17517.55,8,6.0,17.0,Low_spent_Large_value_payments,0,9.770958514529184
CUS_0x3768,May,Journalist,17517.55,8,6.0,19.0,Low_spent_Small_value_payments,0,9.770958514529184
CUS_0x3768,June,Journalist,17517.55,8,6.0,17.0,Low_spent_Medium_value_payments,0,9.770958514529184
CUS_0x3768,July,Journalist,17517.55,8,6.0,20.0,Low_spent_Small_value_payments,0,9.770958514529184
CUS_0x3768,August,Journalist,17517.55,8,6.0,16.0,Low_spent_Small_value_payments,0,9.770958514529184
CUS_0x4e6e,January,Scientist,65598.44,1,2.0,2.0,High_spent_Medium_value_payments,0,11.091307194161615
CUS_0x4e6e,February,Scientist,65598.44,1,2.0,2.0,Low_spent_Large_value_payments,0,11.091307194161615
CUS_0x4e6e,March,Scientist,65598.44,1,2.0,3.0,High_spent_Medium_value_payments,0,11.091307194161615
CUS_0x4e6e,April,Scientist,65598.44,1,2.0,2.0,High_spent_Large_value_payments,0,11.091307194161615
CUS_0x4e6e,May,Scientist,65598.44,1,2.0,4.0,High_spent_Medium_value_payments,0,11.091307194161615
CUS_0x4e6e,June,Scientist,65598.44,1,2.0,0.0,High_spent_Medium_value_payments,0,11.091307194161615
CUS_0x4e6e,July,Scientist,781808.0,1,2.0,2.0,Low_spent_Medium_value_payments,0,13.569364465084748
CUS_0x4e6e,August,Scientist,65598.44,1,6.0,2.142857142857143,High_spent_Small_value_payments,0,11.091307194161615
CUS_0xa0ea,January,Media_Manager,79237.8,8,9.0,24.166666666666668,High_spent_Large_value_payments,0,11.280208736671389
CUS_0xa0ea,February,Media_Manager,79237.8,8,13.0,24.166666666666668,High_spent_Large_value_payments,0,11.280208736671389
CUS_0xa0ea,March,Media_Manager,79237.8,8,13.0,23.0,High_spent_Small_value_payments,0,11.280208736671389
CUS_0xa0ea,April,Media_Manager,79237.8,8,13.0,23.0,High_spent_Small_value_payments,0,11.280208736671389
CUS_0xa0ea,May,Media_Manager,79237.8,8,13.0,26.0,High_spent_Large_value_payments,0,11.280208736671389
CUS_0xa0ea,June,Media_Manager,79237.8,8,13.0,25.0,High_spent_Large_value_payments,0,11.280208736671389
CUS_0xa0ea,July,Media_Manager,79237.8,8,13.0,26.0,High_spent_Large_value_payments,0,11.280208736671389
CUS_0xa0ea,August,Media_Manager,10347315.0,8,13.0,22.0,Low_spent_Medium_value_payments,0,16.15223762373053
CUS_0x6c2a,January,Lawyer,102942.36000000002,3,5.0,16.0,High_spent_Large_value_payments,0,11.541924498920247
CUS_0x6c2a,February,Lawyer,102942.36000000002,3,5.0,16.0,Low_spent_Large_value_payments,0,11.541924498920247
CUS_0x6c2a,March,Lawyer,102942.36000000002,3,5.0,16.0,Low_spent_Small_value_payments,0,11.541924498920247
CUS_0x6c2a,April,Lawyer,102942.36000000002,3,5.0,16.0,High_spent_Small_value_payments,0,11.541924498920247
CUS_0x6c2a,May,Lawyer,102942.36000000002,3,5.0,14.0,High_spent_Large_value_payments,0,11.541924498920247
CUS_0x6c2a,June,Lawyer,102942.36000000002,3,5.0,16.0,Low_spent_Medium_value_payments,0,11.541924498920247
CUS_0x6c2a,July,Lawyer,102942.36000000002,3,5.0,16.0,High_spent_Medium_value_payments,0,11.541924498920247
CUS_0x6c2a,August,Lawyer,102942.36000000002,3,5.0,13.0,High_spent_Large_value_payments,0,11.541924498920247
CUS_0x2a7d,January,Media_Manager,15829.875,4,3.0,7.785714285714286,Low_spent_Small_value_payments,0,9.66965425644464
CUS_0x2a7d,February,Media_Manager,15829.875,4,3.0,31.5,High_spent_Small_value_payments,0,9.66965425644464
CUS_0x2a7d,March,Media_Manager,15829.875,4,3.0,4.0,High_spent_Small_value_payments,0,9.66965425644464
CUS_0x2a7d,April,Media_Manager,15829.875,4,3.0,6.0,High_spent_Small_value_payments,0,9.66965425644464
CUS_0x2a7d,May,Media_Manager,15829.875,4,3.0,3.0,High_spent_Small_value_payments,0,9.66965425644464
CUS_0x2a7d,June,Media_Manager,15829.875,4,3.0,4.0,High_spent_Small_value_payments,0,9.66965425644464
CUS_0x2a7d,July,Media_Manager,15829.875,4,3.0,4.0,Low_spent_Small_value_payments,0,9.66965425644464
CUS_0x2a7d,August,Media_Manager,15829.875,4,7.0,2.0,Low_spent_Medium_value_payments,0,9.66965425644464
CUS_0xb97b,January,Teacher,16706.97,6,9.0,18.0,High_spent_Large_value_payments,1,9.72358127660165
CUS_0xb97b,February,Teacher,16706.97,6,9.0,17.0,Low_spent_Small_value_payments,0,9.72358127660165
CUS_0xb97b,March,Teacher,16706.97,6,9.0,18.0,Low_spent_Small_value_payments,1,9.72358127660165
CUS_0xb97b,April,Teacher,16706.97,6,9.0,18.0,High_spent_Small_value_payments,1,9.72358127660165
CUS_0xb97b,May,Teacher,16706.97,6,11.0,21.0,High_spent_Small_value_payments,1,9.72358127660165
CUS_0xb97b,June,Teacher,16706.97,6,11.0,18.0,Low_spent_Small_value_payments,1,9.72358127660165
CUS_0xb97b,July,Teacher,16706.97,6,11.0,18.0,Low_spent_Small_value_payments,1,9.72358127660165
CUS_0xb97b,August,Teacher,16706.97,6,11.0,16.0,High_spent_Large_value_payments,1,9.72358127660165
CUS_0xc0a4,January,Developer,38095.88,1,4.0,7.0,High_spent_Large_value_payments,0,10.54786141878468
CUS_0xc0a4,February,Developer,38095.88,1,4.0,6.0,Low_spent_Small_value_payments,0,10.54786141878468
CUS_0xc0a4,March,Developer,38095.88,1,4.0,6.0,High_spent_Large_value_payments,0,10.54786141878468
CUS_0xc0a4,April,Developer,38095.88,1,4.0,6.0,Low_spent_Medium_value_payments,0,10.54786141878468
CUS_0xc0a4,May,Developer,38095.88,1,4.0,6.0,High_spent_Small_value_payments,0,10.54786141878468
CUS_0xc0a4,June,Developer,38095.88,1,4.0,6.0,High_spent_Medium_value_payments,0,10.54786141878468
CUS_0xc0a4,July,Developer,38095.88,1,4.0,6.0,High_spent_Medium_value_payments,0,10.54786141878468
CUS_0xc0a4,August,Developer,38095.88,1,4.0,5.0,High_spent_Small_value_payments,0,10.54786141878468
CUS_0x33ef,January,Lawyer,82277.8,8,7.0,16.0,High_spent_Medium_value_payments,0,11.317856605441513
CUS_0x33ef,February,Lawyer,82277.8,8,7.0,16.0,High_spent_Large_value_payments,0,11.317856605441513
CUS_0x33ef,March,Lawyer,82277.8,8,7.0,17.0,High_spent_Medium_value_payments,0,11.317856605441513
CUS_0x33ef,April,Lawyer,82277.8,8,7.0,16.0,Low_spent_Small_value_payments,0,11.317856605441513
CUS_0x33ef,May,Lawyer,82277.8,8,7.0,16.0,High_spent_Small_value_payments,0,11.317856605441513
CUS_0x33ef,June,Lawyer,82277.8,8,7.0,16.0,High_spent_Large_value_payments,0,11.317856605441513
CUS_0x33ef,July,Lawyer,82277.8,9,7.0,16.0,High_spent_Large_value_payments,0,11.317856605441513
CUS_0x33ef,August,Lawyer,82277.8,9,7.0,15.0,High_spent_Medium_value_payments,0,11.317856605441513
CUS_0x8eb2,January,Engineer,21695.12,8,6.0,9.0,High_spent_Small_value_payments,0,9.984842629445547
CUS_0x8eb2,February,Engineer,21695.12,8,6.0,11.0,High_spent_Small_value_payments,0,9.984842629445547
CUS_0x8eb2,March,Engineer,21695.12,8,6.0,9.0,Low_spent_Small_value_payments,0,9.984842629445547
CUS_0x8eb2,April,Engineer,21695.12,8,18.0,8.0,High_spent_Small_value_payments,0,9.984842629445547
CUS_0x8eb2,May,Engineer,21695.12,8,6.0,8.0,Low_spent_Small_value_payments,0,9.984842629445547
CUS_0x8eb2,June,Engineer,21695.12,8,6.0,11.0,Low_spent_Large_value_payments,0,9.984842629445547
CUS_0x8eb2,July,Engineer,21695.12,8,7.0,9.0,Low_spent_Medium_value_payments,0,9.984842629445547
CUS_0x8eb2,August,Engineer,21695.12,8,7.0,9.0,High_spent_Medium_value_payments,0,9.984842629445547
CUS_0xd3e,January,Teacher,15971.125,6,5.0,18.0,Low_spent_Medium_value_payments,0,9.67853768331155
